date	datetime	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Air_Temperature_celsius	Dewpoint_Air_Temperature_Celsius	Ten_Meter_Elevation_Wind_Speed_meterPerSecond
2010-01-01	1	7.5	-3.6770833333333335	-4.316805555555555	2.649305555555556
2010-01-02	2	68.70000000000007	-3.954166666666667	-5.263750000000001	3.3652777777777785
2010-01-03	3	28.859999999999975	-5.197916666666666	-6.3241666666666685	2.0736111111111106
2010-01-04	4	55.819999999999986	-6.335416666666666	-8.308194444444444	1.9361111111111113
2010-01-05	5	42.02000000000003	-5.2354166666666675	-6.9780555555555575	1.660416666666666
2010-01-06	6	27.259999999999994	-6.190972222222223	-7.822083333333333	1.5604166666666666
2010-01-07	7	58.319999999999915	-6.564583333333334	-8.445	0.9694444444444444
2010-01-08	8	26.92000000000001	-6.947222222222222	-8.5529166666666665	4.030555555555555
2010-01-09	9	16.600000000000012	-4.788888888888889	-6.611805555555555	6.841666666666667
2010-01-10	10	32.85999999999998	-4.284027777777778	-6.297499999999999	2.9041666666666672
2010-01-11	11	18.12	-4.194444444444444	-5.68875	1.3638888888888887
2010-01-12	12	27.34000000000001	-5.028472222222223	-7.145833333333334	2.590972222222222
2010-01-13	13	53.22000000000005	-3.428472222222223	-7.345972222222221	4.363888888888889
2010-01-14	14	57.7	-0.5986111111111102	-2.3944444444444435	2.179166666666666
2010-01-15	15	27.28	-1.2006944444444443	-2.313472222222222	2.26875
2010-01-16	16	85.63999999999994	-2.0284722222222222	-4.038611111111113	3.5881944444444454
2010-01-17	17	18.560000000000002	1.7340277777777777	1.081666666666666	3.814583333333333
2010-01-18	18	26.66	1.915277777777777	1.5294444444444428	3.336805555555556
2010-01-19	19	15.839999999999993	1.6791666666666667	1.3486111111111094	1.7062499999999998
2010-01-20	20	106.17999999999991	0.09027777777777815	-1.8270833333333334	2.806944444444444
2010-01-21	21	49.06000000000006	0.5340277777777777	-3.045555555555557	1.947916666666666
2010-01-22	22	68.19999999999997	-0.10625000000000068	-2.4651388888888905	1.8388888888888881
2010-01-23	23	87.82	-3.0708333333333337	-5.511249999999999	2.139583333333333
2010-01-24	24	35.79999999999999	-2.4548611111111107	-4.294166666666666	1.6368055555555545
2010-01-25	25	38.14000000000002	-3.104166666666666	-4.093888888888889	0.9409722222222225
2010-01-26	26	119.96000000000008	-8.220833333333333	-10.429444444444444	1.8847222222222226
2010-01-27	27	59.93999999999996	-6.860416666666664	-10.384166666666665	3.911805555555555
2010-01-28	28	32.920000000000044	-0.31180555555555556	-1.2984722222222216	5.136805555555555
2010-01-29	29	40.96	-0.863888888888889	-1.4070833333333335	4.313194444444444
2010-01-30	30	53.79999999999998	-3.722222222222222	-4.791527777777776	2.4249999999999994
2010-01-31	31	54.66	-2.574305555555555	-3.6995833333333317	3.728472222222222
2010-02-01	32	48.639999999999986	-2.1541666666666663	-3.2680555555555535	3.7368055555555557
2010-02-02	33	48.25999999999999	-1.7868055555555562	-2.658333333333334	4.977083333333333
2010-02-03	34	96.70000000000002	-1.0430555555555552	-2.023749999999999	2.6006944444444446
2010-02-04	35	78.08000000000001	2.1652777777777774	1.213055555555555	2.915972222222223
2010-02-05	36	57.89999999999999	2.1430555555555553	0.38666666666666827	2.7569444444444433
2010-02-06	37	60.559999999999995	1.7701388888888887	1.3431944444444437	1.0541666666666674
2010-02-07	38	92.26000000000003	0.12777777777777805	-0.3787500000000003	1.4284722222222221
2010-02-08	39	133.79999999999995	-3.854861111111111	-5.8590277777777775	1.9208333333333338
2010-02-09	40	75.04000000000002	-7.728472222222222	-10.039722222222222	1.5499999999999996
2010-02-10	41	58.720000000000056	-7.407638888888888	-9.772083333333333	1.81875
2010-02-11	42	34.05999999999999	-6.074305555555556	-7.65263888888889	4.311111111111112
2010-02-12	43	49.18000000000008	-5.673611111111112	-7.040833333333334	2.536111111111112
2010-02-13	44	63.66000000000008	-5.565277777777778	-7.135138888888891	1.6895833333333334
2010-02-14	45	62.099999999999994	-5.170138888888888	-7.068749999999998	1.1652777777777783
2010-02-15	46	79.56	-4.319444444444445	-6.9511111111111115	2.501388888888889
2010-02-16	47	158.82000000000005	-3.352083333333333	-7.53263888888889	2.7076388888888894
2010-02-17	48	150.24	-1.9451388888888888	-5.954166666666665	2.1840277777777772
2010-02-18	49	108.28000000000006	2.575	-0.10847222222222332	3.1229166666666663
2010-02-19	50	99.10000000000004	2.27638888888889	-1.48486111111111	4.635416666666666
2010-02-20	51	77.62000000000006	-0.9722222222222215	-3.246388888888889	4.5256944444444445
2010-02-21	52	115.64000000000001	0.18611111111111128	-2.1920833333333327	2.8604166666666666
2010-02-22	53	91.74000000000005	3.9999999999999996	1.4279166666666643	4.013194444444444
2010-02-23	54	42.28	2.374305555555556	1.7598611111111115	3.16875
2010-02-24	55	163.66	6.165277777777778	3.9608333333333343	3.1416666666666675
2010-02-25	56	61.40000000000003	5.991666666666666	3.6094444444444456	3.9625
2010-02-26	57	64.54000000000002	5.316666666666667	3.18388888888889	5.055555555555557
2010-02-27	58	130.09999999999997	5.124305555555555	-0.32347222222222277	4.905555555555554
2010-02-28	59	51.23999999999997	5.122222222222222	1.8904166666666666	8.334722222222222
2010-03-01	60	75.24000000000005	1.5951388888888884	-0.21749999999999892	5.997222222222223
2010-03-02	61	145.42000000000004	-0.14652777777777806	-1.679722222222223	2.4597222222222217
2010-03-03	62	259.86000000000007	0.15694444444444405	-3.659722222222223	1.9999999999999991
2010-03-04	63	196.28000000000003	-1.025694444444444	-6.415277777777778	2.3340277777777776
2010-03-05	64	117.10000000000004	-2.2041666666666657	-5.905972222222222	3.7930555555555556
2010-03-06	65	139.69999999999996	-3.651388888888889	-5.763749999999999	3.9277777777777776
2010-03-07	66	292.25999999999993	-5.715972222222222	-10.843888888888886	3.114583333333334
2010-03-08	67	171.50000000000003	-4.491666666666667	-10.035416666666668	1.7659722222222225
2010-03-09	68	293.14000000000004	-4.407638888888888	-11.589444444444442	3.8159722222222228
2010-03-10	69	296.06000000000006	-1.9874999999999994	-9.08527777777778	4.684722222222223
2010-03-11	70	186.54000000000002	-3.8444444444444446	-5.865277777777777	2.6937499999999996
2010-03-12	71	125.20000000000002	0.33124999999999943	-1.7658333333333334	3.0180555555555557
2010-03-13	72	72.00000000000009	1.4451388888888892	-0.26791666666666525	4.368055555555555
2010-03-14	73	48.05999999999996	1.820833333333333	0.835277777777778	5.45
2010-03-15	74	70.29999999999997	2.044444444444444	1.0747222222222206	4.793055555555555
2010-03-16	75	71.39999999999998	2.5472222222222225	1.275972222222222	2.853472222222222
2010-03-17	76	231.6200000000001	5.817361111111108	0.46680555555555303	3.2104166666666676
2010-03-18	77	280.26000000000005	9.96805555555555	0.33791666666666265	2.6298611111111114
2010-03-19	78	118.03999999999996	11.485416666666664	3.604305555555551	3.6486111111111112
2010-03-20	79	84.55999999999992	11.321527777777785	9.34444444444445	4.691666666666666
2010-03-21	80	66.39999999999998	7.940277777777776	7.063055555555556	3.6374999999999997
2010-03-22	81	131.21999999999997	6.718749999999999	4.289583333333333	1.9486111111111106
2010-03-23	82	211.22000000000006	7.554861111111112	3.590694444444446	2.1833333333333336
2010-03-24	83	269.4	11.534722222222223	3.7661111111111127	2.879861111111111
2010-03-25	84	271.96000000000004	14.024305555555555	5.322916666666666	3.064583333333333
2010-03-26	85	54.76000000000004	7.6618055555555555	5.1322222222222225	3.230555555555555
2010-03-27	86	181.0800000000001	7.064583333333332	3.321805555555554	4.027083333333334
2010-03-28	87	184.1599999999999	7.09375	3.5393055555555537	5.331250000000001
2010-03-29	88	159.02	8.319444444444448	6.220138888888893	2.959722222222223
2010-03-30	89	236.05999999999992	9.861805555555552	4.925555555555553	4.420833333333333
2010-03-31	90	249.23999999999995	4.574305555555556	-0.07069444444444375	5.154166666666666
2010-04-01	91	184.14000000000013	2.480555555555556	-1.9373611111111089	5.111805555555556
2010-04-02	92	329.2400000000002	5.537500000000001	-2.8122222222222213	3.936111111111112
2010-04-03	93	244.4200000000002	7.11875	2.0941666666666663	4.054861111111111
2010-04-04	94	197.78	5.7243055555555555	2.9656944444444457	4.789583333333334
2010-04-05	95	290.24000000000007	5.6715277777777775	0.23652777777777728	3.7652777777777784
2010-04-06	96	415.99999999999983	8.565277777777784	0.32763888888889525	3.212500000000001
2010-04-07	97	366.8399999999999	12.897916666666664	2.26236111111111	2.685416666666667
2010-04-08	98	64.37999999999997	8.447222222222221	6.087361111111109	1.4187499999999997
2010-04-09	99	241.89999999999992	7.404861111111115	3.433194444444449	1.8562499999999995
2010-04-10	100	271.92	5.886111111111111	0.500833333333336	1.9923611111111108
2010-04-11	101	119.06000000000012	3.515972222222223	0.5208333333333347	3.025694444444445
2010-04-12	102	197.49999999999994	5.324305555555556	2.4465277777777787	3.527777777777778
2010-04-13	103	345.28	8.017361111111116	2.429583333333338	2.9979166666666663
2010-04-14	104	296.2799999999999	7.444444444444448	0.9998611111111142	2.990277777777778
2010-04-15	105	316.76000000000005	7.695138888888888	0.5970833333333325	2.1944444444444438
2010-04-16	106	213.56000000000003	4.8277777777777775	-0.5473611111111126	2.3638888888888885
2010-04-17	107	477.52	7.803472222222226	-1.0034722222222188	1.364583333333333
2010-04-18	108	468.50000000000017	11.081944444444444	1.020833333333332	1.611805555555557
2010-04-19	109	260.88000000000005	6.609027777777781	1.950833333333336	1.6937499999999999
2010-04-20	110	340.18000000000006	7.10555555555555	0.10763888888888422	4.089583333333334
2010-04-21	111	229.03999999999994	3.333333333333333	-2.2818055555555534	3.2277777777777787
2010-04-22	112	414.22	3.8666666666666667	-2.9869444444444433	1.6847222222222222
2010-04-23	113	474.6600000000001	7.261111111111109	-1.9343055555555548	1.7715277777777778
2010-04-24	114	463.92	11.283333333333335	0.2436111111111122	1.6451388888888883
2010-04-25	115	440.00000000000006	15.904166666666663	4.333333333333331	2.957638888888889
2010-04-26	116	157.26	10.657638888888881	7.474861111111103	3.5187500000000003
2010-04-27	117	242.68000000000006	10.960416666666667	5.74402777777778	1.5756944444444436
2010-04-28	118	465.06000000000006	14.286805555555555	5.2645833333333325	1.8715277777777786
2010-04-29	119	366.0200000000001	19.115972222222226	7.292083333333337	2.9173611111111115
2010-04-30	120	178.48000000000005	12.892361111111118	7.5311111111111195	5.095833333333333
2010-05-01	121	269.86	10.115972222222227	5.451944444444449	2.6173611111111117
2010-05-02	122	247.72000000000003	8.886805555555556	6.740833333333334	1.740277777777778
2010-05-03	123	146.99999999999991	6.0062500000000005	4.378055555555556	1.740277777777779
2010-05-04	124	200.85999999999996	5.645138888888889	0.8301388888888903	2.793055555555555
2010-05-05	125	432.41999999999996	5.6736111111111125	-0.9181944444444408	4.220138888888889
2010-05-06	126	49.42	3.9027777777777772	2.018333333333332	3.125
2010-05-07	127	136.86	2.9006944444444445	1.815555555555556	1.5999999999999999
2010-05-08	128	196.1	6.796527777777777	3.036666666666666	1.5749999999999995
2010-05-09	129	279.06	9.272916666666667	4.486666666666666	1.591666666666667
2010-05-10	130	210.66	6.610416666666667	3.288472222222221	2.088194444444444
2010-05-11	131	116.90000000000002	6.357638888888888	4.222083333333332	2.548611111111111
2010-05-12	132	101.80000000000003	4.8590277777777775	4.313055555555556	3.6861111111111122
2010-05-13	133	98.64000000000006	4.870833333333333	3.452777777777778	1.2027777777777784
2010-05-14	134	231.74	6.630555555555555	2.579166666666665	1.4152777777777772
2010-05-15	135	284.48	6.6305555555555555	1.8243055555555585	1.8673611111111106
2010-05-16	136	363.68	9.305555555555555	3.1130555555555555	3.842361111111111
2010-05-17	137	207.81999999999996	7.68611111111111	4.7931944444444445	2.5680555555555555
2010-05-18	138	223.26	7.653472222222221	3.3241666666666645	2.3652777777777776
2010-05-19	139	169.59999999999997	8.858333333333334	2.7605555555555563	2.359722222222222
2010-05-20	140	326.73999999999995	12.021527777777782	3.298750000000003	1.9152777777777774
2010-05-21	141	542.0600000000002	13.606944444444435	6.893194444444436	1.8680555555555558
2010-05-22	142	557.4200000000001	14.511805555555554	8.408333333333335	1.6770833333333333
2010-05-23	143	558.3800000000001	15.877083333333326	10.437777777777772	1.8375
